time,RV1-3-1,RV1-4-2,RV1-5-3,RV1-5-4,RV1-6-5,RV1-C6,RV1-C7,RV2-UPPER,RV-2-7-4,RV2-8-5,RV-2-9-6
1.000000000000,0.000000000,-514.0452211,-236.8355624,-172.1767670,-99.72957636,-306.7979274,-309.3867271,-769.6392447,-142.3966601,-114.2860018,-110.5958549
